@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {Bent-Beak-Riffraff,Blue-collared-Zipper,Bombadil,Broad-winged-Jojo,Canadian-Cootamum,Carries-Champagne-Pipit,Darkwing-Sparrow,Eastern-Corn-Skeet,Green-Tipped-Scarlet-Pipit,Lesser-Birchbeere,Orange-Pine-Plover,Ordinary-Snape,Pinkfinch,Purple-Tooting-Tout,Qax,Queenscoat,Rose-Crested-Blue-Pipit,Scrawny-Jay,Vermillion-Trillian}

@DATA
0.160384,0.008076,3.073744,0.214393,0.171549,0.841727,0.013060,0.204926,-30.204556,-2.095441,-0.948974,0.537710,-0.200006,0.418367,0.208022,0.369361,-0.243115,0.214495,-0.061379,-0.043266,0.126568,0.002432,0.002359,0.004510,0.002936,0.011995,0.005531,0.005805,0.003626,0.002700,0.002002,0.001876,0.001540,0.006568,0.043917,0.011249,0.271469,0.031359,0.017004,0.411333,0.011835,0.061499,0.865508,0.399328,0.445795,0.203386,0.210830,0.215913,0.295060,0.205833,0.212061,0.202230,0.185799,0.167580,0.162742,0.004476,0.003653,0.007093,0.005044,0.016173,0.006889,0.006846,0.004487,0.003481,0.002134,0.002006,0.001702,0.005682,Orange-Pine-Plover
0.230457,0.002452,3.106356,0.255838,0.147415,1.168296,0.007995,0.287765,-34.256961,-0.437718,0.932835,-0.283282,0.042300,0.215644,-0.246368,0.014009,0.017612,-0.152351,-0.060551,-0.074056,0.015785,0.002254,0.002926,0.003327,0.002333,0.002761,0.001949,0.002150,0.001250,0.001504,0.001994,0.001753,0.001622,0.002127,0.055360,0.003780,0.284659,0.041885,0.017346,0.507236,0.008177,0.051212,0.340780,0.224815,0.220910,0.179186,0.180270,0.172664,0.176421,0.156141,0.154372,0.150779,0.147085,0.143322,0.137966,0.002268,0.003908,0.004013,0.002311,0.002545,0.001844,0.001963,0.001441,0.001483,0.001908,0.001582,0.001729,0.001830,Orange-Pine-Plover
0.146999,0.000740,3.173499,0.187898,0.137716,1.433112,0.002467,0.219205,-31.863270,-3.045676,-0.723664,-0.214768,-0.487524,-0.128000,-0.288996,-0.056496,-0.058322,0.083919,0.095122,0.221131,0.194383,0.003332,0.002955,0.003484,0.003865,0.003097,0.002976,0.002904,0.002681,0.002375,0.002597,0.002529,0.002778,0.002081,0.029940,0.001997,0.269388,0.026247,0.011195,0.228568,0.001830,0.045388,0.386340,0.432648,0.344358,0.300731,0.256528,0.193463,0.171845,0.154216,0.141713,0.133666,0.144906,0.142613,0.132366,0.003109,0.002087,0.002451,0.002858,0.002217,0.001972,0.001896,0.001818,0.001645,0.001711,0.001694,0.001746,0.000859,Orange-Pine-Plover
0.280756,0.004597,3.128832,0.335714,0.238048,1.669434,0.002996,0.452350,-29.958519,-2.651826,-1.377111,-0.366021,-0.405819,-0.166546,0.029707,0.364583,0.203454,0.190209,-0.010230,-0.120970,-0.096471,0.002194,0.001960,0.002264,0.002489,0.004122,0.002407,0.002178,0.002208,0.001522,0.002579,0.001549,0.001786,0.002079,0.052038,0.004243,0.198616,0.017518,0.018129,0.466163,0.001928,0.085502,0.457241,0.518818,0.481312,0.329008,0.252483,0.177297,0.171320,0.165452,0.175991,0.155171,0.127731,0.134404,0.131342,0.001915,0.001639,0.001841,0.001982,0.004145,0.002179,0.002203,0.002106,0.001262,0.002774,0.001190,0.001395,0.001659,Orange-Pine-Plover
0.190605,0.015705,3.174486,0.206801,0.142853,1.239517,0.003977,0.255865,-26.815649,-2.377526,-0.317980,-0.487455,-0.491074,-0.751786,-0.540271,-0.019832,0.020961,0.149815,0.088222,0.257584,0.090160,0.002892,0.002926,0.002412,0.001750,0.001600,0.002380,0.003651,0.003018,0.002350,0.002222,0.001672,0.002433,0.002541,0.051819,0.019193,0.177448,0.025252,0.012621,0.397970,0.002659,0.067392,0.582558,0.421189,0.393713,0.337656,0.281485,0.256318,0.210069,0.194419,0.165185,0.168542,0.183941,0.174282,0.150439,0.002830,0.002701,0.002703,0.001789,0.001380,0.001989,0.005578,0.003078,0.002184,0.002464,0.001343,0.003260,0.002180,Orange-Pine-Plover
0.223431,0.015550,3.145852,0.332139,0.273379,1.794028,0.004926,0.504700,-29.264198,-2.015111,-0.503411,0.669209,-0.205164,0.145163,0.179854,0.296076,-0.192404,0.050438,-0.073907,0.186727,0.025227,0.002538,0.002379,0.002933,0.002844,0.008246,0.004457,0.004798,0.003447,0.003353,0.003860,0.003343,0.002437,0.003698,0.044691,0.033273,0.262176,0.048377,0.025992,0.522378,0.008428,0.173504,0.993596,0.395779,0.429177,0.282547,0.183091,0.179480,0.273404,0.205949,0.214667,0.187265,0.156729,0.150445,0.152014,0.001944,0.001763,0.002271,0.002466,0.010723,0.003957,0.003409,0.003710,0.002954,0.003604,0.003203,0.002078,0.003117,Orange-Pine-Plover
0.052402,0.012341,3.046797,0.119040,0.174598,0.270146,0.008469,0.071031,-26.182893,1.423710,-0.382478,0.657456,0.153188,0.256402,-0.106555,0.311209,-0.134464,0.268588,-0.099088,0.134920,0.008113,0.006266,0.002624,0.066337,0.004803,0.013908,0.005770,0.122909,0.004900,0.003498,0.006501,0.027973,0.002819,0.040042,0.019117,0.017408,0.199718,0.016694,0.018442,0.178649,0.005458,0.025512,0.416861,0.468709,0.358940,0.285653,0.226249,0.210209,0.206768,0.211828,0.197638,0.182412,0.175635,0.167853,0.169137,0.004546,0.002090,0.047550,0.003576,0.009186,0.005106,0.067475,0.006585,0.002732,0.004824,0.021891,0.002131,0.016268,Orange-Pine-Plover
0.089378,0.009550,2.984729,0.167146,0.170378,0.706906,0.010437,0.132842,-28.171634,0.052026,0.797513,0.031078,0.208878,0.382715,-0.012526,0.210973,0.072445,0.062371,0.011951,0.096826,-0.016789,0.000906,0.000673,0.042594,0.001327,0.012101,0.001082,0.243672,0.000510,0.000479,0.000891,0.003790,0.001426,0.069351,0.061169,0.010326,0.181352,0.037693,0.019263,0.345330,0.008296,0.089984,0.565894,0.488907,0.244540,0.183954,0.159165,0.156960,0.156653,0.161959,0.161137,0.158625,0.152000,0.142249,0.139489,0.000907,0.000889,0.041516,0.001929,0.013988,0.001513,0.120438,0.000623,0.000475,0.000805,0.003926,0.001987,0.030873,Orange-Pine-Plover
0.111499,0.006891,3.152015,0.153780,0.155995,0.543203,0.004830,0.144576,-26.577528,-1.064238,-2.604672,-0.343400,-0.542176,0.132400,0.075705,0.301108,0.102995,0.139130,-0.125348,-0.003366,-0.137127,0.007677,0.006978,0.006214,0.006370,0.005698,0.007569,0.007664,0.005332,0.006280,0.007091,0.007333,0.007293,0.004947,0.072733,0.009540,0.184216,0.050810,0.016746,0.357403,0.002274,0.090339,0.608627,0.536187,0.509326,0.344252,0.266652,0.195897,0.162941,0.171231,0.176763,0.189777,0.171579,0.157409,0.150041,0.007164,0.005717,0.005255,0.005925,0.004493,0.006121,0.006323,0.003904,0.005265,0.005980,0.005875,0.006158,0.002251,Orange-Pine-Plover
0.071719,0.016483,3.116384,0.106171,0.137572,0.437084,0.006929,0.104401,-24.344260,1.654750,-0.185352,0.075089,0.193011,0.154109,-0.033443,0.170658,-0.060099,0.170073,-0.002314,0.132349,0.001873,0.007571,0.003346,0.055867,0.007792,0.015350,0.008242,0.076539,0.003243,0.006277,0.009668,0.022796,0.003856,0.026111,0.043460,0.016178,0.144651,0.031204,0.026281,0.291087,0.003475,0.067057,0.256841,0.299894,0.266849,0.250100,0.209938,0.208932,0.209375,0.191598,0.175378,0.170864,0.160607,0.160208,0.160250,0.004868,0.002329,0.037740,0.006399,0.009869,0.006186,0.043346,0.003286,0.004642,0.006123,0.016154,0.002834,0.011853,Orange-Pine-Plover
0.382700,0.005973,3.199018,0.407167,0.250010,2.581625,0.001360,0.667100,-27.041252,-0.802300,-1.397632,-0.755117,-0.691341,-0.599548,-0.510011,-0.207791,0.068655,0.223259,0.224298,0.183805,0.158681,0.002916,0.002632,0.002704,0.001944,0.001901,0.001893,0.002398,0.001771,0.003072,0.002942,0.002885,0.002801,0.001606,0.034138,0.006726,0.163894,0.019265,0.018598,0.624786,0.001038,0.135500,0.389443,0.412540,0.342230,0.293580,0.260817,0.225072,0.186259,0.163566,0.156054,0.149425,0.151387,0.136315,0.135690,0.001834,0.001907,0.001902,0.001288,0.001595,0.001146,0.001615,0.001279,0.001977,0.001875,0.002105,0.002040,0.000761,Orange-Pine-Plover
0.113298,0.011377,2.891289,0.242982,0.217961,0.699539,0.006476,0.140110,-27.837148,1.310491,0.801817,0.207023,0.369965,0.160626,0.210566,0.085683,0.084802,0.161491,0.006438,0.087620,0.042469,0.001023,0.000317,0.058278,0.000929,0.013789,0.000582,0.264210,0.000467,0.000495,0.001297,0.007554,0.000368,0.076004,0.074490,0.009189,0.203572,0.031022,0.025167,0.407348,0.004290,0.127321,0.697021,0.583659,0.332855,0.219406,0.188839,0.194536,0.182335,0.192080,0.198881,0.200734,0.173429,0.162193,0.144266,0.000946,0.000320,0.048798,0.000999,0.015175,0.000625,0.125471,0.000701,0.000511,0.001124,0.006318,0.000391,0.031026,Orange-Pine-Plover
0.079967,0.016758,3.037025,0.121393,0.147128,0.524103,0.015903,0.104017,-27.293667,0.727690,0.046233,0.117453,0.106150,0.193630,-0.303989,0.231823,-0.419583,0.212966,-0.353267,0.151282,-0.150486,0.005710,0.002841,0.035516,0.007760,0.011564,0.006391,0.053797,0.006527,0.003494,0.004860,0.009947,0.002734,0.019409,0.024961,0.028961,0.309802,0.024148,0.024362,0.316564,0.016905,0.028496,0.678910,0.767497,0.544384,0.365106,0.283157,0.283821,0.304884,0.263898,0.231346,0.206611,0.216729,0.230599,0.223056,0.005801,0.002966,0.030733,0.007299,0.010453,0.007114,0.048484,0.010130,0.003258,0.005085,0.009318,0.002743,0.013130,Orange-Pine-Plover
0.173277,0.005920,3.176529,0.218409,0.172407,1.223655,0.003532,0.247517,-29.453989,-2.043746,-1.790824,-0.363451,-0.849010,-0.253615,-0.003232,0.335753,0.396906,0.217049,0.006289,-0.017484,-0.151920,0.005834,0.005081,0.005210,0.004011,0.002639,0.003465,0.003766,0.003922,0.003523,0.004130,0.004222,0.005332,0.002860,0.060214,0.014881,0.207946,0.031507,0.015553,0.343264,0.003733,0.066430,0.377990,0.489734,0.430681,0.342974,0.233812,0.162184,0.158328,0.156209,0.167756,0.158267,0.142876,0.114883,0.116766,0.003909,0.003397,0.003731,0.003467,0.002055,0.002959,0.003202,0.003044,0.002900,0.003292,0.003441,0.003812,0.001233,Orange-Pine-Plover
0.195319,0.002714,3.054775,0.231687,0.154424,1.240787,0.004396,0.271198,-33.157804,-1.689651,-0.931854,-0.216299,-0.904579,-0.547428,-0.409172,-0.134058,0.113391,0.197261,0.129402,0.181276,0.103551,0.003664,0.003230,0.003907,0.003110,0.002191,0.002393,0.003394,0.003304,0.003750,0.004059,0.004094,0.003250,0.002444,0.072212,0.006921,0.363143,0.050746,0.025648,0.444858,0.004824,0.068568,0.553740,0.534737,0.514879,0.322103,0.303204,0.224628,0.197518,0.152574,0.155971,0.147712,0.142647,0.145661,0.138706,0.002988,0.002612,0.003449,0.002687,0.001765,0.002043,0.002984,0.003516,0.003344,0.003598,0.003945,0.002660,0.001397,Orange-Pine-Plover
0.080045,0.019296,3.090704,0.153355,0.203377,0.310264,0.010150,0.065408,-27.274284,2.069150,0.262827,-0.550242,0.249925,0.309845,-0.112479,0.177089,-0.089832,0.139407,-0.117307,0.114918,-0.022149,0.009145,0.002963,0.030565,0.012117,0.035552,0.007658,0.048314,0.004240,0.009882,0.008732,0.015783,0.003898,0.019150,0.018810,0.033889,0.205302,0.015543,0.025188,0.189723,0.008225,0.025881,0.693286,0.755624,0.472891,0.285776,0.224880,0.247157,0.261016,0.243455,0.217888,0.182899,0.163736,0.165880,0.177246,0.007758,0.003136,0.022968,0.011320,0.024077,0.006586,0.030277,0.004961,0.010738,0.006739,0.012958,0.003759,0.007691,Orange-Pine-Plover
0.043458,0.015495,3.071778,0.117168,0.179881,0.290676,0.008429,0.062009,-24.986933,2.855327,-0.086630,-0.316642,-0.179818,0.139606,-0.169462,-0.084414,0.014000,-0.015787,-0.088588,0.113356,0.017958,0.009742,0.003830,0.102777,0.011082,0.019543,0.012514,0.095223,0.002157,0.007939,0.008791,0.021553,0.005355,0.039862,0.031262,0.012365,0.140202,0.026497,0.020626,0.317533,0.003856,0.063360,0.819518,0.759910,0.401015,0.332185,0.229971,0.196732,0.167844,0.187346,0.185973,0.157572,0.182958,0.177424,0.144147,0.007061,0.003635,0.067493,0.008318,0.012822,0.010392,0.056337,0.002029,0.007530,0.006159,0.015122,0.005023,0.016481,Orange-Pine-Plover
0.065475,0.009504,3.084210,0.141350,0.186490,0.520105,0.006039,0.087569,-25.861941,1.972927,0.110870,0.094952,-0.057157,0.221546,0.033399,0.066520,0.091066,0.083545,-0.068082,0.180540,0.068012,0.007645,0.003305,0.061122,0.009325,0.028169,0.008002,0.077565,0.002281,0.005813,0.010612,0.032417,0.003640,0.029223,0.026343,0.007238,0.164494,0.022616,0.017199,0.321191,0.002685,0.058778,0.638980,0.548089,0.325598,0.210528,0.173380,0.170444,0.160787,0.164635,0.166908,0.167253,0.167978,0.156416,0.139600,0.006105,0.002948,0.038519,0.006873,0.017566,0.006293,0.048392,0.002337,0.004538,0.007518,0.023162,0.003174,0.011673,Orange-Pine-Plover
0.071608,0.002185,3.100323,0.150311,0.199007,0.504484,0.005192,0.081440,-27.012012,2.169360,0.348750,-0.034725,-0.002684,0.152657,0.087184,-0.011484,0.116615,0.030249,-0.088346,0.096605,0.044600,0.010279,0.002957,0.055947,0.012149,0.031278,0.006349,0.070525,0.001652,0.005557,0.011081,0.033549,0.003595,0.026707,0.027864,0.001837,0.135160,0.020683,0.019845,0.302209,0.001950,0.058302,0.534385,0.560348,0.356088,0.241069,0.207580,0.185246,0.182087,0.176799,0.174749,0.179602,0.154801,0.159144,0.155121,0.007541,0.002527,0.033036,0.008712,0.019456,0.005135,0.042406,0.001494,0.004371,0.007154,0.022806,0.002972,0.010245,Orange-Pine-Plover
0.044285,0.012485,3.083761,0.127629,0.185466,0.240865,0.005986,0.044576,-24.280620,2.864434,0.315836,-0.289846,-0.429213,-0.193832,-0.244036,-0.175944,-0.124329,-0.033244,-0.043515,0.017108,0.016930,0.021882,0.006279,0.030954,0.019932,0.036563,0.021716,0.033360,0.001428,0.019700,0.017206,0.021260,0.008786,0.018122,0.027427,0.004297,0.108629,0.022919,0.010967,0.174174,0.001851,0.062476,0.250517,0.235682,0.185676,0.191114,0.139360,0.145146,0.135208,0.136952,0.136210,0.119959,0.138750,0.124831,0.117656,0.011767,0.005327,0.014889,0.014662,0.021831,0.017982,0.018622,0.001289,0.014109,0.012077,0.010757,0.006680,0.004828,Orange-Pine-Plover
0.076272,0.003992,3.149909,0.140219,0.192896,0.397987,0.004149,0.106138,-25.042057,2.231435,-0.165641,0.287337,-0.124022,-0.030264,-0.235790,-0.103722,-0.055348,0.049475,-0.081334,-0.060140,-0.064415,0.020249,0.005172,0.034925,0.022729,0.028472,0.017353,0.034358,0.002570,0.010706,0.017009,0.023726,0.009939,0.016628,0.031071,0.001952,0.114402,0.017461,0.011560,0.170533,0.001218,0.089763,0.285931,0.233759,0.192185,0.161558,0.147065,0.177075,0.157318,0.144708,0.152984,0.152896,0.132137,0.138042,0.142672,0.014530,0.003481,0.020139,0.017285,0.014437,0.012499,0.018956,0.002193,0.007437,0.008831,0.012453,0.007551,0.005067,Orange-Pine-Plover
0.095887,0.014812,3.136832,0.168115,0.197761,0.685729,0.006236,0.111519,-24.677540,0.662177,0.044413,0.163185,0.092660,0.429459,-0.090593,0.128424,-0.048409,0.150877,0.051403,0.038494,0.049887,0.004856,0.003602,0.030231,0.010075,0.023006,0.004529,0.038984,0.002512,0.004580,0.006206,0.013780,0.002716,0.016444,0.017156,0.017754,0.156616,0.014876,0.015661,0.257436,0.004670,0.026539,0.430748,0.441614,0.354213,0.287309,0.263349,0.274919,0.266139,0.214076,0.186654,0.183142,0.196085,0.218480,0.210272,0.004084,0.003892,0.027610,0.013889,0.019697,0.004280,0.031399,0.002411,0.004188,0.005229,0.012926,0.002792,0.009938,Orange-Pine-Plover
0.440940,0.002623,3.212982,0.469443,0.259182,2.785940,0.002332,0.772278,-32.593376,-1.785532,-1.323813,-0.695095,0.475541,0.198216,-0.020150,0.016915,-0.017395,0.178156,-0.143439,-0.038773,-0.013242,0.001437,0.001451,0.001510,0.000940,0.000976,0.001245,0.001266,0.001318,0.001354,0.001547,0.001636,0.001523,0.000898,0.025193,0.005988,0.237690,0.021044,0.025858,0.767517,0.003569,0.122910,0.358705,0.358988,0.272548,0.194039,0.151447,0.152081,0.152660,0.145808,0.142031,0.135366,0.134281,0.131679,0.126914,0.000969,0.001166,0.001688,0.000621,0.000561,0.000723,0.000731,0.000864,0.000859,0.001102,0.001201,0.001054,0.000609,Orange-Pine-Plover
0.482716,0.000406,3.218201,0.497541,0.290307,2.939175,0.001035,0.849171,-34.641314,-1.265513,-0.517212,0.115185,-0.059977,0.221104,0.020289,-0.225904,-0.003419,-0.074297,0.098368,0.121879,0.050825,0.001756,0.001615,0.001691,0.001366,0.001262,0.001283,0.002033,0.001527,0.001627,0.001626,0.001669,0.001643,0.001169,0.047288,0.001477,0.233405,0.034562,0.018832,0.386093,0.001319,0.084381,0.518052,0.302907,0.246289,0.196343,0.173038,0.176594,0.163916,0.162484,0.150390,0.152582,0.151740,0.144559,0.138449,0.001261,0.001120,0.001262,0.000852,0.000740,0.000790,0.001612,0.001000,0.001045,0.001232,0.001088,0.001081,0.000812,Orange-Pine-Plover
0.133078,0.005301,3.185496,0.172504,0.152775,0.871745,0.005403,0.169310,-29.419114,-1.306862,-1.028408,-0.154701,-0.915991,-0.110729,0.177224,0.027716,0.003679,0.290836,0.056585,0.152078,0.072455,0.003833,0.003466,0.002985,0.002876,0.003214,0.005190,0.006121,0.005422,0.004098,0.004742,0.005719,0.004277,0.003323,0.050996,0.010328,0.159830,0.035195,0.013453,0.260064,0.004171,0.066409,0.259698,0.258581,0.256990,0.206303,0.180340,0.167456,0.171475,0.161887,0.155330,0.158425,0.148647,0.163262,0.145300,0.002912,0.002554,0.002014,0.002050,0.002148,0.004120,0.004001,0.005027,0.003313,0.003858,0.005546,0.003106,0.001691,Orange-Pine-Plover
0.098735,0.008494,3.105496,0.145290,0.149674,0.722409,0.007355,0.128658,-29.011540,0.466337,0.450046,-0.296867,0.327895,-0.051910,0.008552,0.122796,-0.218748,0.201999,-0.150204,0.169644,-0.108288,0.005947,0.003000,0.014330,0.007682,0.011365,0.011589,0.014154,0.004627,0.006152,0.007070,0.010812,0.003630,0.007982,0.019764,0.013104,0.240578,0.017831,0.019808,0.288174,0.004839,0.028312,0.579374,0.586164,0.429604,0.313123,0.266708,0.245487,0.239622,0.245485,0.233683,0.220619,0.189096,0.170035,0.169845,0.004927,0.002746,0.011344,0.006333,0.008830,0.012880,0.010759,0.004886,0.006053,0.005339,0.008634,0.003305,0.004736,Orange-Pine-Plover
0.254693,0.004266,3.127439,0.348415,0.286740,1.606815,0.010419,0.535892,-35.346975,-0.346958,0.420924,-0.248881,0.211942,-0.169471,-0.052445,0.100413,-0.082483,0.110549,-0.023527,0.034214,-0.017980,0.003225,0.002630,0.006953,0.003628,0.005191,0.005334,0.005823,0.002575,0.002900,0.008902,0.007744,0.003234,0.005219,0.060187,0.006417,0.277491,0.061495,0.040537,0.537420,0.012196,0.177291,1.387313,0.646914,0.389974,0.309818,0.251868,0.237732,0.254218,0.253189,0.258816,0.245004,0.217402,0.192551,0.165086,0.002443,0.002267,0.004953,0.002804,0.004634,0.005410,0.005366,0.002371,0.002290,0.011027,0.005567,0.003218,0.003982,Orange-Pine-Plover
0.164989,0.005808,3.097210,0.250899,0.225374,0.726456,0.009306,0.177625,-33.351626,-0.973567,0.253781,-0.455811,0.099293,-0.124718,-0.239573,0.075019,-0.310787,0.191012,-0.161111,0.169838,-0.028753,0.001561,0.002310,0.004042,0.001595,0.001306,0.001503,0.008360,0.001412,0.000859,0.000717,0.000642,0.000642,0.003682,0.019892,0.007776,0.270661,0.028902,0.031916,0.259780,0.010109,0.031316,1.147582,0.431259,0.309164,0.207215,0.201643,0.195505,0.181788,0.201005,0.181835,0.192226,0.186263,0.172874,0.169391,0.001426,0.002271,0.003919,0.001358,0.001189,0.001775,0.012104,0.002348,0.000914,0.000705,0.000565,0.000576,0.003880,Orange-Pine-Plover
0.160875,0.014476,3.134656,0.188127,0.155403,0.489418,0.012738,0.190463,-27.841971,0.184440,-0.857752,0.137928,-0.164726,-0.106174,0.195268,-0.126580,-0.011194,0.029994,-0.023591,0.008886,-0.023625,0.004198,0.004711,0.006015,0.004930,0.005024,0.005752,0.007290,0.004873,0.005591,0.008295,0.005969,0.004122,0.004721,0.085839,0.018776,0.244047,0.061205,0.018429,0.305190,0.012648,0.091003,0.395569,0.387840,0.332581,0.329976,0.264610,0.209531,0.201289,0.190378,0.178451,0.186665,0.183740,0.184348,0.169169,0.004334,0.005919,0.006075,0.005182,0.004877,0.006306,0.007330,0.005182,0.005882,0.010050,0.005920,0.004450,0.003898,Orange-Pine-Plover
0.041738,0.007655,2.936429,0.123232,0.186898,0.297716,0.010719,0.040596,-26.763262,1.673545,0.357357,0.604172,0.427578,0.190254,0.072296,0.193646,-0.035977,0.299513,-0.088105,0.271084,-0.077544,0.003463,0.000577,0.065662,0.002376,0.028554,0.001669,0.172756,0.002540,0.001457,0.003792,0.037092,0.000701,0.053043,0.020648,0.006112,0.185077,0.014031,0.019220,0.173227,0.006084,0.027023,0.363507,0.334506,0.279399,0.251528,0.192925,0.163327,0.166992,0.168987,0.180722,0.175383,0.184134,0.182044,0.171065,0.003316,0.000497,0.043602,0.001998,0.021537,0.001454,0.084989,0.005154,0.001470,0.003306,0.027991,0.000593,0.019628,Orange-Pine-Plover
0.234325,0.002171,3.142164,0.254541,0.158858,1.475236,0.003161,0.315017,-30.334542,1.290161,0.233080,-0.055247,0.024463,-0.060883,-0.144641,-0.142977,-0.142748,-0.082143,-0.132583,-0.029524,-0.107464,0.007416,0.001937,0.008457,0.008415,0.009097,0.006057,0.006812,0.001538,0.003853,0.006857,0.009425,0.003357,0.005651,0.038332,0.002988,0.200075,0.021791,0.020210,0.295632,0.001914,0.027736,0.445454,0.529132,0.354193,0.242000,0.226696,0.206769,0.198169,0.188684,0.186715,0.195784,0.185028,0.182836,0.167614,0.007294,0.001962,0.008509,0.008785,0.008454,0.006588,0.006791,0.001494,0.003921,0.005921,0.007751,0.003030,0.003491,Orange-Pine-Plover
0.050642,0.017308,2.892619,0.136706,0.189668,0.285746,0.026722,0.058362,-30.862341,0.392583,0.540832,0.242592,-0.195640,0.480993,0.022310,0.396584,-0.159012,0.237362,-0.090309,0.191377,0.001826,0.000642,0.000399,0.023227,0.002512,0.054108,0.002198,0.145653,0.000272,0.000392,0.000734,0.003294,0.000328,0.047290,0.027918,0.023984,0.267764,0.021201,0.027409,0.249375,0.021765,0.039533,1.428012,0.838780,0.444554,0.333264,0.292683,0.260857,0.295130,0.264390,0.245925,0.230743,0.225786,0.227183,0.202504,0.000684,0.000569,0.026406,0.004620,0.042470,0.004691,0.107960,0.000362,0.000682,0.000868,0.003931,0.000444,0.024672,Orange-Pine-Plover
0.044011,0.017770,2.768443,0.144877,0.200859,0.185056,0.038793,0.045323,-33.698612,0.470791,0.872394,0.031604,0.321170,0.100811,0.109122,0.212491,0.009997,0.121487,0.047349,0.093393,0.020924,0.000487,0.000197,0.022518,0.000884,0.062646,0.002178,0.132309,0.000615,0.001397,0.003753,0.004057,0.000165,0.046672,0.034132,0.033478,0.379284,0.026949,0.033979,0.209684,0.032657,0.039189,2.332463,1.165958,0.451946,0.382776,0.285174,0.300883,0.300336,0.285964,0.238771,0.211358,0.191369,0.172483,0.160636,0.000577,0.000346,0.026814,0.001964,0.050175,0.005755,0.124622,0.001543,0.003998,0.010003,0.005406,0.000204,0.028399,Orange-Pine-Plover
0.225914,0.006111,3.195948,0.272987,0.199004,1.964496,0.003762,0.425484,-29.043162,-1.775305,-0.832366,0.183375,-0.106272,0.038722,-0.255905,-0.084503,-0.090923,0.081023,-0.178155,-0.013657,-0.030523,0.005185,0.002936,0.002728,0.002898,0.002667,0.003327,0.002821,0.006065,0.002410,0.002818,0.004172,0.002852,0.002854,0.028831,0.010748,0.144658,0.016475,0.007462,0.381740,0.004189,0.075040,0.405778,0.279094,0.288435,0.202842,0.174866,0.157338,0.176120,0.192165,0.185394,0.190441,0.169519,0.166282,0.142629,0.003929,0.002102,0.001885,0.001919,0.002077,0.003284,0.001974,0.006189,0.001660,0.001863,0.002847,0.001860,0.001759,Orange-Pine-Plover
